# started on Tue Jun 14 14:37:11 2022

     5.002142962,67554823536,,cycles,7909776620,32.91,,
     5.002142962,2610684863,,r0248,7937063586,33.02,,
     5.002142962,201307072,,r0480,7984485366,33.22,,
     5.002142962,227948674848,,r0CA3,8032733558,33.42,,
     5.002142962,408301663,,r40D1,8063755203,33.55,,
     5.002142962,33089,,r8889,8064149003,33.55,,
     5.002142962,10750713,,r0283,8064436652,33.55,,
     5.002142962,922167828,,r3824,8063577992,33.55,,
     5.002142962,132116067,,r010D,8064200381,33.55,,
     5.002142962,15925269,,r01C5,8036618426,33.43,,
     5.002142962,7289954,,r8189,7988897762,33.24,,
     5.002142962,1684072213,,rF824,7941496698,33.04,,
     7.006117456,67709361201,,cycles,8042847140,33.30,,
     7.006117456,2505804285,,r0248,8063822414,33.39,,
     7.006117456,195668103,,r0480,8063896900,33.39,,
     7.006117456,230463598028,,r0CA3,8063562533,33.39,,
     7.006117456,406000077,,r40D1,8063848894,33.39,,
     7.006117456,32880,,r8889,8064165906,33.39,,
     7.006117456,10545828,,r0283,8063506654,33.39,,
     7.006117456,960869073,,r3824,8064161537,33.39,,
     7.006117456,101052378,,r010D,8044394192,33.31,,
     7.006117456,15155007,,r01C5,8022955816,33.22,,
     7.006117456,7160243,,r8189,8023535479,33.22,,
     7.006117456,1631180019,,rF824,8023208549,33.22,,
     9.018669704,67434665086,,cycles,8064168527,33.52,,
     9.018669704,2617860922,,r0248,8063977391,33.52,,
     9.018669704,198486608,,r0480,8064051422,33.52,,
     9.018669704,228265530419,,r0CA3,8063829542,33.52,,
     9.018669704,405159291,,r40D1,8063818804,33.52,,
     9.018669704,31623,,r8889,8055070644,33.48,,
     9.018669704,10476868,,r0283,8006903953,33.28,,
     9.018669704,926708104,,r3824,7959430978,33.08,,
     9.018669704,132782167,,r010D,7930313690,32.96,,
     9.018669704,16699962,,r01C5,7939211904,33.00,,
     9.018669704,6057184,,r8189,7987305676,33.20,,
     9.018669704,1671824367,,rF824,8034999970,33.40,,
    11.022120735,67215691546,,cycles,8063862785,33.58,,
    11.022120735,2533894702,,r0248,8063924661,33.58,,
    11.022120735,190382978,,r0480,8023706043,33.41,,
    11.022120735,227063016915,,r0CA3,7975505925,33.21,,
    11.022120735,407198835,,r40D1,7928036186,33.01,,
    11.022120735,33262,,r8889,7888982678,32.85,,
    11.022120735,10448456,,r0283,7929010301,33.01,,
    11.022120735,944801594,,r3824,7977194547,33.21,,
    11.022120735,121529592,,r010D,8024938820,33.41,,
    11.022120735,16696110,,r01C5,8063969553,33.58,,
    11.022120735,7184329,,r8189,8064120462,33.58,,
    11.022120735,1642077507,,rF824,8064137309,33.58,,
    13.024825841,66672692608,,cycles,8064050210,33.37,,
    13.024825841,2599510720,,r0248,8044273389,33.29,,
    13.024825841,189704100,,r0480,8036249033,33.26,,
    13.024825841,229298820016,,r0CA3,8036633479,33.26,,
    13.024825841,401395395,,r40D1,8036073853,33.26,,
    13.024825841,33879,,r8889,8056180783,33.34,,
    13.024825841,10545412,,r0283,8063727622,33.37,,
    13.024825841,896599082,,r3824,8063985122,33.37,,
    13.024825841,95593594,,r010D,8064153886,33.37,,
    13.024825841,11166172,,r01C5,8063777651,33.37,,
    13.024825841,4448020,,r8189,8064298317,33.37,,
    13.024825841,1666299540,,rF824,8063656864,33.37,,
    15.038682191,65673075416,,cycles,7949014451,33.05,,
    15.038682191,2375610776,,r0248,7920362106,32.94,,
    15.038682191,185326475,,r0480,7939385039,33.01,,
    15.038682191,219448873910,,r0CA3,7987154178,33.21,,
    15.038682191,396574872,,r40D1,8035323787,33.41,,
    15.038682191,31939,,r8889,8063869753,33.53,,
    15.038682191,10207255,,r0283,8063892751,33.53,,
    15.038682191,927068645,,r3824,8063958210,33.53,,
    15.038682191,93126697,,r010D,8063871173,33.53,,
    15.038682191,10867365,,r01C5,8064033814,33.53,,
    15.038682191,4272123,,r8189,8045072725,33.45,,
    15.038682191,1650942107,,rF824,7997241407,33.25,,
    17.042680428,65829651676,,cycles,7986700257,33.21,,
    17.042680428,2465911464,,r0248,8034965843,33.41,,
    17.042680428,187758121,,r0480,8063853698,33.53,,
    17.042680428,221126408356,,r0CA3,8064022838,33.53,,
    17.042680428,398445819,,r40D1,8063829601,33.53,,
    17.042680428,31529,,r8889,8063801722,33.53,,
    17.042680428,10291644,,r0283,8064009028,33.53,,
    17.042680428,898429310,,r3824,8044111752,33.45,,
    17.042680428,93366255,,r010D,7996518665,33.25,,
    17.042680428,10841600,,r01C5,7948271708,33.05,,
    17.042680428,4418176,,r8189,7919087422,32.93,,
    17.042680428,1664631114,,rF824,7938769577,33.01,,
    19.046655634,65799196576,,cycles,8063948213,33.53,,
