# started on Tue Jun 14 14:38:01 2022

     5.003667358,66162522943,,cycles,8061702653,33.33,,
     5.003667358,2312960155,,r0248,8061769014,33.33,,
     5.003667358,210290314,,r0480,8061805985,33.33,,
     5.003667358,199445207507,,r0CA3,8061611821,33.33,,
     5.003667358,396569802,,r40D1,8064121631,33.34,,
     5.003667358,48140,,r8889,8063746961,33.34,,
     5.003667358,14407249,,r0283,8064098035,33.34,,
     5.003667358,950400269,,r3824,8063830100,33.34,,
     5.003667358,167181974,,r010D,8063761188,33.34,,
     5.003667358,22973775,,r01C5,8064042208,33.34,,
     5.003667358,11538721,,r8189,8063639300,33.34,,
     5.003667358,1630745894,,rF824,8064082125,33.34,,
     7.020206548,65231417081,,cycles,7918965600,32.93,,
     7.020206548,2468784184,,r0248,7938508035,33.01,,
     7.020206548,193896300,,r0480,7986697397,33.21,,
     7.020206548,198888624756,,r0CA3,8034489437,33.41,,
     7.020206548,397935658,,r40D1,8063918643,33.53,,
     7.020206548,34182,,r8889,8063950179,33.53,,
     7.020206548,10953292,,r0283,8063981592,33.53,,
     7.020206548,959847916,,r3824,8064011252,33.53,,
     7.020206548,161958169,,r010D,8063857377,33.53,,
     7.020206548,22660677,,r01C5,8044346822,33.45,,
     7.020206548,10498568,,r8189,7996120558,33.25,,
     7.020206548,1654774314,,rF824,7948295860,33.05,,
     9.024208901,65272756737,,cycles,8035599015,33.42,,
     9.024208901,2447232695,,r0248,8063889748,33.53,,
     9.024208901,191567510,,r0480,8064029679,33.53,,
     9.024208901,196711598938,,r0CA3,8063677812,33.53,,
     9.024208901,397107450,,r40D1,8064082999,33.53,,
     9.024208901,31360,,r8889,8063764057,33.53,,
     9.024208901,10718890,,r0283,8044373271,33.45,,
     9.024208901,951385091,,r3824,7996272571,33.25,,
     9.024208901,163153622,,r010D,7948156052,33.05,,
     9.024208901,22528640,,r01C5,7920101863,32.93,,
     9.024208901,10563167,,r8189,7939312224,33.01,,
     9.024208901,1666664443,,rF824,7987766368,33.22,,
    11.028225390,65333719207,,cycles,8063821733,33.53,,
    11.028225390,2486449105,,r0248,8063996925,33.53,,
    11.028225390,199245275,,r0480,8063957352,33.53,,
    11.028225390,198526937426,,r0CA3,8044186215,33.45,,
    11.028225390,400429256,,r40D1,7996374162,33.25,,
    11.028225390,32331,,r8889,7948188889,33.05,,
    11.028225390,10761835,,r0283,7920034526,32.93,,
    11.028225390,942866615,,r3824,7939553806,33.02,,
    11.028225390,198647506,,r010D,7987617068,33.22,,
    11.028225390,26705347,,r01C5,8035628030,33.42,,
    11.028225390,10958995,,r8189,8063863469,33.53,,
    11.028225390,1657380376,,rF824,8064070441,33.53,,
    13.032214480,65330018728,,cycles,8043996222,33.45,,
    13.032214480,2567642776,,r0248,7996299289,33.25,,
    13.032214480,195234536,,r0480,7947874552,33.05,,
    13.032214480,198525834611,,r0CA3,7919812773,32.93,,
    13.032214480,404411678,,r40D1,7939484588,33.02,,
    13.032214480,34068,,r8889,7987524813,33.22,,
    13.032214480,10794642,,r0283,8035537872,33.42,,
    13.032214480,919935672,,r3824,8063787486,33.53,,
    13.032214480,232979713,,r010D,8064029788,33.53,,
    13.032214480,30548334,,r01C5,8063693120,33.53,,
    13.032214480,11392525,,r8189,8064104782,33.53,,
    13.032214480,1686904521,,rF824,8063959484,33.53,,
    15.036209808,65618899439,,cycles,8064719791,33.34,,
    15.036209808,2542555381,,r0248,8064464211,33.33,,
    15.036209808,194601670,,r0480,8064671791,33.34,,
    15.036209808,201678573951,,r0CA3,8064569797,33.34,,
    15.036209808,403758517,,r40D1,8063862223,33.33,,
    15.036209808,35730,,r8889,8064034722,33.33,,
    15.036209808,11042706,,r0283,8063859431,33.33,,
    15.036209808,956355045,,r3824,8063958838,33.33,,
    15.036209808,234432879,,r010D,8063839823,33.33,,
    15.036209808,33450314,,r01C5,8063927206,33.33,,
    15.036209808,13675978,,r8189,8063896718,33.33,,
    15.036209808,1676581470,,rF824,8063901618,33.33,,
    17.052227899,65274197576,,cycles,7919442872,32.93,,
    17.052227899,2500646241,,r0248,7939193094,33.01,,
    17.052227899,198072890,,r0480,7986954851,33.21,,
    17.052227899,197807455353,,r0CA3,8034950250,33.41,,
    17.052227899,402380036,,r40D1,8064089050,33.53,,
    17.052227899,32645,,r8889,8063749610,33.53,,
    17.052227899,10552302,,r0283,8064014115,33.53,,
    17.052227899,937133919,,r3824,8063816466,33.53,,
    17.052227899,232722688,,r010D,8063972687,33.53,,
    17.052227899,29353578,,r01C5,8044656715,33.45,,
    17.052227899,11154897,,r8189,7996629227,33.25,,
    17.052227899,1698405669,,rF824,7948830253,33.05,,
    19.056247191,65323615120,,cycles,8035187469,33.41,,
    19.056247191,2585994985,,r0248,8064081770,33.53,,
    19.056247191,193414375,,r0480,8063805833,33.53,,
    19.056247191,199438688688,,r0CA3,8063944956,33.53,,
    19.056247191,403578827,,r40D1,8063969636,33.53,,
    19.056247191,32291,,r8889,8063829257,33.53,,
    19.056247191,10695709,,r0283,8044789883,33.45,,
    19.056247191,935874173,,r3824,7996538831,33.25,,
    19.056247191,235098048,,r010D,7948792055,33.05,,
    19.056247191,31890798,,r01C5,7919934325,32.93,,
    19.056247191,13267712,,r8189,7939199659,33.01,,
    19.056247191,1663685207,,rF824,7987315857,33.21,,
    21.060193494,65362471885,,cycles,8063919428,33.53,,
    21.060193494,2599092137,,r0248,8064047676,33.53,,
    21.060193494,189768091,,r0480,8063764940,33.53,,
    21.060193494,200262633643,,r0CA3,8045300744,33.45,,
    21.060193494,403481892,,r40D1,7997133579,33.25,,
    21.060193494,34185,,r8889,7949213409,33.06,,
    21.060193494,11368952,,r0283,7920472048,32.94,,
    21.060193494,934985880,,r3824,7939059483,33.01,,
    21.060193494,233670578,,r010D,7987190810,33.21,,
    21.060193494,33837217,,r01C5,8034982260,33.41,,
    21.060193494,16200091,,r8189,8064057614,33.53,,
    21.060193494,1665296087,,rF824,8063880084,33.53,,
    21.849946049,25724861640,,cycles,3072005574,32.48,,
    21.849946049,1015882388,,r0248,3071982127,32.48,,
    21.849946049,73190201,,r0480,3071939548,32.48,,
    21.849946049,79255164150,,r0CA3,3090734598,32.68,,
    21.849946049,158033875,,r40D1,3138639314,33.19,,
    21.849946049,13562,,r8889,3186675568,33.69,,
    21.849946049,4411031,,r0283,3234683348,34.20,,
    21.849946049,369450240,,r3824,3263916858,34.51,,
    21.849946049,98631026,,r010D,3246882338,34.33,,
    21.849946049,14537235,,r01C5,3198881083,33.82,,
    21.849946049,7036271,,r8189,3150923743,33.32,,
    21.849946049,646597459,,rF824,3102952788,32.81,,
